,start_session,end_session,user_id,sex,platform,category,consultation,cons_duration,number_of_products,basket_amount
94,2024-10-01 20:30:12,2024-10-01 20:54:46,4943018,М,desktop,электроника,False,0,3,8214
95,2024-10-01 20:38:36,2024-10-01 21:15:42,5384430,М,mobile,красота и здоровье,False,0,4,1779
96,2024-10-01 21:01:47,2024-10-01 21:33:56,2014102,Ж,desktop,электроника,True,12,5,34817
97,2024-10-01 21:23:10,2024-10-01 21:44:04,4899597,Ж,desktop,одежда и обувь,False,0,2,1315
98,2024-10-01 21:28:53,2024-10-01 21:58:54,2776254,М,desktop,одежда и обувь,True,12,1,1278
99,2024-10-01 21:49:01,2024-10-01 22:27:06,5095495,М,desktop,детские товары,False,0,1,1878
100,2024-10-01 22:05:43,2024-10-01 22:24:14,1198176,М,mobile,одежда и обувь,False,0,1,526
101,2024-10-01 22:23:07,2024-10-01 22:50:36,6725768,Ж,mobile,все для дома,True,9,5,149
102,2024-10-01 22:33:42,2024-10-01 23:00:36,6430376,Ж,desktop,одежда и обувь,False,0,4,5337
103,2024-10-01 22:48:15,2024-10-01 23:20:21,2591670,Ж,mobile,одежда и обувь,False,0,6,15490
104,2024-10-01 23:14:15,2024-10-01 23:49:36,6325103,Ж,mobile,одежда и обувь,False,0,5,28336
105,2024-10-01 23:26:39,2024-10-01 23:38:49,4470591,М,mobile,одежда и обувь,False,0,2,182
106,2024-10-01 23:49:15,2024-10-02 00:04:10,5559615,М,mobile,детские товары,False,0,5,7422
107,2024-10-02 00:10:47,2024-10-02 00:41:51,4921430,М,mobile,красота и здоровье,False,0,2,8749
108,2024-10-02 00:19:02,2024-10-02 00:37:23,8638759,М,mobile,одежда и обувь,False,0,3,35532
109,2024-10-02 00:31:24,2024-10-02 00:48:09,5579010,Ж,mobile,все для дома,False,0,3,3952
110,2024-10-02 00:37:35,2024-10-02 01:12:32,5003393,М,desktop,красота и здоровье,False,0,4,1607
111,2024-10-02 00:40:46,2024-10-02 01:04:16,3025737,Ж,mobile,электроника,True,11,3,40520
112,2024-10-02 01:08:03,2024-10-02 01:26:04,8684676,М,mobile,канцелярия,False,0,1,735
113,2024-10-02 01:19:50,2024-10-02 01:49:04,6295081,Ж,desktop,красота и здоровье,True,13,1,270
114,2024-10-02 01:26:11,2024-10-02 01:42:44,2391430,М,desktop,товары для животных,False,0,4,430
115,2024-10-02 01:53:30,2024-10-02 02:04:39,8144142,М,mobile,все для дома,False,0,3,871
116,2024-10-02 01:59:31,2024-10-02 02:37:43,1647572,М,desktop,электроника,False,0,1,2545
117,2024-10-02 02:12:10,2024-10-02 02:22:48,1855498,М,mobile,детские товары,False,0,5,5076
118,2024-10-02 02:12:25,2024-10-02 02:40:00,6275322,Ж,mobile,электроника,False,0,2,7337
119,2024-10-02 02:32:09,2024-10-02 02:52:22,5855657,М,mobile,красота и здоровье,False,0,6,2346
120,2024-10-02 02:46:57,2024-10-02 03:19:25,5950904,Ж,desktop,детские товары,True,10,5,6147
121,2024-10-02 02:53:07,2024-10-02 03:22:33,5457699,М,desktop,канцелярия,False,0,5,4238
122,2024-10-02 03:07:29,2024-10-02 03:24:38,2018084,Ж,desktop,одежда и обувь,True,7,5,7725
123,2024-10-02 03:25:52,2024-10-02 03:57:37,5438099,Ж,mobile,красота и здоровье,True,12,4,1916
124,2024-10-02 03:30:11,2024-10-02 04:06:38,7015326,М,desktop,все для дома,True,11,2,5175
125,2024-10-02 03:58:18,2024-10-02 04:09:16,8496048,Ж,mobile,одежда и обувь,True,4,5,10967
126,2024-10-02 04:25:18,2024-10-02 04:36:00,3402017,М,desktop,все для дома,False,0,6,14349
127,2024-10-02 04:40:46,2024-10-02 05:20:31,4447237,М,mobile,все для дома,False,0,2,4820
128,2024-10-02 04:42:54,2024-10-02 04:59:19,5060652,М,mobile,товары для животных,False,0,1,354
129,2024-10-02 05:04:56,2024-10-02 05:27:36,6216767,М,mobile,все для дома,False,0,5,20338
130,2024-10-02 05:11:55,2024-10-02 05:47:31,4845472,Ж,mobile,все для дома,True,11,6,33046
131,2024-10-02 05:33:33,2024-10-02 05:46:08,3531113,М,mobile,все для дома,False,0,2,2506
132,2024-10-02 06:01:56,2024-10-02 06:35:16,7104300,М,mobile,все для дома,True,15,3,1773
133,2024-10-02 06:21:21,2024-10-02 06:47:43,4135559,М,mobile,одежда и обувь,True,10,2,16334
134,2024-10-02 06:45:10,2024-10-02 06:57:38,6175066,Ж,mobile,все для дома,False,0,3,1946
135,2024-10-02 07:03:23,2024-10-02 07:29:47,6349200,М,mobile,все для дома,True,9,4,1560
136,2024-10-02 07:17:32,2024-10-02 07:54:06,3503118,Ж,mobile,электроника,True,16,6,40713
137,2024-10-02 07:45:18,2024-10-02 07:55:39,7871405,М,desktop,электроника,False,0,6,12922
138,2024-10-02 08:01:06,2024-10-02 08:39:06,8895440,М,mobile,электроника,True,11,4,20338
139,2024-10-02 08:10:03,2024-10-02 08:29:41,6046411,М,desktop,красота и здоровье,False,0,5,12915
140,2024-10-02 08:20:30,2024-10-02 08:43:44,6714882,Ж,mobile,красота и здоровье,True,11,1,103
141,2024-10-02 08:40:24,2024-10-02 09:04:42,5995318,М,mobile,все для дома,False,0,4,2589
142,2024-10-02 08:51:43,2024-10-02 09:29:59,5565257,Ж,mobile,красота и здоровье,False,0,1,285
143,2024-10-02 09:10:40,2024-10-02 09:46:27,7996761,Ж,mobile,одежда и обувь,False,0,1,1142
144,2024-10-02 09:37:02,2024-10-02 09:53:02,2325389,М,mobile,все для дома,False,0,2,2317
145,2024-10-02 10:03:41,2024-10-02 10:26:14,8252079,Ж,mobile,канцелярия,True,8,5,1426
146,2024-10-02 10:09:17,2024-10-02 10:22:08,4578948,Ж,mobile,детские товары,False,0,2,1725
147,2024-10-02 10:32:27,2024-10-02 10:53:10,2964488,Ж,mobile,все для дома,True,7,4,3472
148,2024-10-02 10:34:34,2024-10-02 11:13:35,1296675,М,mobile,одежда и обувь,True,18,3,1168
149,2024-10-02 11:01:57,2024-10-02 11:26:07,1013316,Ж,mobile,детские товары,False,0,5,7226
150,2024-10-02 11:16:51,2024-10-02 11:36:38,4171332,Ж,desktop,красота и здоровье,True,9,5,2141
151,2024-10-02 11:23:24,2024-10-02 11:43:16,4580223,М,mobile,все для дома,True,8,1,1297
152,2024-10-02 11:42:20,2024-10-02 11:55:07,4716991,М,desktop,красота и здоровье,False,0,3,4968
153,2024-10-02 11:48:57,2024-10-02 12:24:55,7546841,М,mobile,товары для животных,False,0,3,1853
154,2024-10-02 11:51:07,2024-10-02 12:11:14,7816890,Ж,desktop,канцелярия,False,0,2,176
155,2024-10-02 12:19:17,2024-10-02 12:56:40,8708350,М,mobile,детские товары,True,13,4,5014
156,2024-10-02 12:25:34,2024-10-02 12:49:55,3124026,М,mobile,все для дома,True,8,1,80
157,2024-10-02 12:45:39,2024-10-02 13:15:39,7931452,Ж,desktop,одежда и обувь,False,0,6,14776
158,2024-10-02 12:49:10,2024-10-02 13:05:27,2729911,М,mobile,все для дома,False,0,1,986
159,2024-10-02 13:06:04,2024-10-02 13:35:16,3746458,М,desktop,детские товары,False,0,3,4140
160,2024-10-02 13:23:35,2024-10-02 13:36:01,8570695,М,mobile,красота и здоровье,True,4,4,10129
161,2024-10-02 13:41:27,2024-10-02 13:56:47,6526144,Ж,mobile,все для дома,False,0,3,11615
162,2024-10-02 13:54:15,2024-10-02 14:11:31,1375746,М,mobile,одежда и обувь,False,0,6,25567
163,2024-10-02 14:18:14,2024-10-02 14:33:46,2734914,Ж,desktop,одежда и обувь,False,0,6,5588
164,2024-10-02 14:45:17,2024-10-02 15:09:02,8696609,М,mobile,одежда и обувь,True,9,3,45912
165,2024-10-02 14:46:40,2024-10-02 15:14:05,3393216,Ж,mobile,детские товары,False,0,6,4198
166,2024-10-02 14:55:09,2024-10-02 15:21:01,6454962,Ж,mobile,одежда и обувь,True,11,6,45273
167,2024-10-02 15:01:05,2024-10-02 15:13:55,1739685,М,desktop,электроника,False,0,4,6235
168,2024-10-02 15:06:53,2024-10-02 15:20:40,1544931,М,desktop,детские товары,False,0,1,89
169,2024-10-02 15:33:44,2024-10-02 15:45:56,5471157,М,mobile,детские товары,True,5,4,6100
170,2024-10-02 15:54:52,2024-10-02 16:29:49,2545902,Ж,mobile,все для дома,False,0,2,833
171,2024-10-02 15:56:46,2024-10-02 16:29:46,4214287,Ж,desktop,детские товары,False,0,4,25056
172,2024-10-02 16:02:27,2024-10-02 16:42:11,5814348,Ж,desktop,товары для животных,False,0,4,2582
173,2024-10-02 16:07:25,2024-10-02 16:39:54,6522623,М,mobile,все для дома,True,15,4,20458
174,2024-10-02 16:32:25,2024-10-02 16:51:57,6006723,М,desktop,товары для животных,True,7,1,374
175,2024-10-02 17:00:28,2024-10-02 17:32:14,4740449,Ж,mobile,детские товары,True,10,4,19391
176,2024-10-02 17:05:34,2024-10-02 17:20:34,4882686,Ж,mobile,одежда и обувь,False,0,3,11329
177,2024-10-02 17:26:12,2024-10-02 17:48:24,7207600,М,mobile,красота и здоровье,True,9,2,3806
178,2024-10-02 17:28:40,2024-10-02 18:01:06,2926398,М,desktop,канцелярия,False,0,6,3481
179,2024-10-02 17:37:09,2024-10-02 17:57:04,1727107,М,mobile,детские товары,True,7,1,1618
180,2024-10-02 17:53:35,2024-10-02 18:15:55,5097144,Ж,mobile,все для дома,False,0,2,14693
181,2024-10-02 18:12:20,2024-10-02 18:30:14,7883482,Ж,mobile,красота и здоровье,False,0,1,580
182,2024-10-02 18:29:20,2024-10-02 19:08:20,3447184,Ж,mobile,все для дома,True,12,2,3531
183,2024-10-02 18:34:26,2024-10-02 18:50:03,7967070,М,desktop,одежда и обувь,True,5,2,1130
184,2024-10-02 18:35:02,2024-10-02 18:53:27,2887938,М,mobile,красота и здоровье,True,5,5,3296
185,2024-10-02 18:58:43,2024-10-02 19:36:24,3582390,Ж,desktop,все для дома,False,0,2,6847
186,2024-10-02 19:21:46,2024-10-02 19:37:05,6122320,Ж,mobile,одежда и обувь,True,6,3,15406
187,2024-10-02 19:33:05,2024-10-02 19:51:49,6798144,Ж,desktop,одежда и обувь,False,0,3,1827
188,2024-10-02 19:42:13,2024-10-02 19:54:10,5764148,М,mobile,одежда и обувь,True,3,3,7489
189,2024-10-02 19:47:16,2024-10-02 20:26:20,8318353,М,desktop,детские товары,False,0,3,5507
190,2024-10-02 20:09:37,2024-10-02 20:27:26,3967141,М,mobile,товары для животных,False,0,6,734
191,2024-10-02 20:14:59,2024-10-02 20:48:47,7820658,М,desktop,красота и здоровье,True,12,1,2249
192,2024-10-02 20:32:36,2024-10-02 20:56:15,6501479,М,mobile,все для дома,False,0,1,960
193,2024-10-02 20:52:21,2024-10-02 21:12:24,6776749,Ж,mobile,детские товары,False,0,5,9581
194,2024-10-02 20:52:26,2024-10-02 21:12:47,3428768,М,desktop,красота и здоровье,True,7,2,3041
195,2024-10-02 21:02:58,2024-10-02 21:13:39,2566916,М,mobile,детские товары,False,0,6,5872
196,2024-10-02 21:08:17,2024-10-02 21:40:31,7069087,Ж,mobile,все для дома,False,0,3,10402
197,2024-10-02 21:32:13,2024-10-02 22:05:29,4961433,Ж,mobile,одежда и обувь,False,0,6,26838
198,2024-10-02 21:58:59,2024-10-02 22:19:19,6905877,Ж,mobile,электроника,False,0,2,8126
199,2024-10-02 22:07:42,2024-10-02 22:34:27,3887466,М,mobile,красота и здоровье,False,0,1,682
200,2024-10-02 22:14:11,2024-10-02 22:49:21,7920528,М,desktop,товары для животных,False,0,6,704
201,2024-10-02 22:17:27,2024-10-02 22:50:14,7361435,М,desktop,красота и здоровье,False,0,5,1565
202,2024-10-02 22:29:42,2024-10-02 22:46:48,2316582,Ж,mobile,детские товары,False,0,3,2577
203,2024-10-02 22:34:33,2024-10-02 23:03:15,2566365,Ж,mobile,одежда и обувь,True,12,6,34158
204,2024-10-02 22:48:10,2024-10-02 23:18:14,4691417,Ж,desktop,красота и здоровье,True,11,6,3342
205,2024-10-02 23:03:21,2024-10-02 23:42:35,8758339,Ж,mobile,все для дома,True,15,2,8609
206,2024-10-02 23:19:32,2024-10-02 23:31:11,1564434,М,desktop,одежда и обувь,False,0,3,23185
207,2024-10-02 23:42:42,2024-10-02 23:53:33,5631683,М,mobile,одежда и обувь,False,0,2,6493
208,2024-10-03 00:04:33,2024-10-03 00:27:41,3942880,Ж,mobile,детские товары,True,9,1,2594
209,2024-10-03 00:31:41,2024-10-03 01:04:06,1455365,М,desktop,детские товары,True,14,4,25932
210,2024-10-03 00:32:28,2024-10-03 01:05:01,6469753,М,desktop,одежда и обувь,True,13,6,188
211,2024-10-03 00:48:00,2024-10-03 01:26:46,7521472,Ж,desktop,красота и здоровье,False,0,6,2298
212,2024-10-03 00:48:45,2024-10-03 01:03:09,6791857,Ж,desktop,канцелярия,False,0,1,332
213,2024-10-03 00:54:15,2024-10-03 01:08:45,6722666,Ж,desktop,одежда и обувь,False,0,4,9948
214,2024-10-03 01:10:46,2024-10-03 01:43:08,1040515,М,mobile,детские товары,True,13,1,2079
215,2024-10-03 01:39:01,2024-10-03 01:59:55,6701057,М,mobile,детские товары,False,0,5,16195
216,2024-10-03 02:06:55,2024-10-03 02:22:59,7118702,М,desktop,все для дома,False,0,1,776
217,2024-10-03 02:30:35,2024-10-03 03:01:10,1547616,Ж,mobile,одежда и обувь,False,0,3,10384
218,2024-10-03 02:54:53,2024-10-03 03:30:37,6732597,Ж,desktop,одежда и обувь,False,0,4,8072
219,2024-10-03 03:11:59,2024-10-03 03:27:44,2139927,М,mobile,одежда и обувь,False,0,6,15266
220,2024-10-03 03:31:56,2024-10-03 03:45:36,3911823,М,mobile,одежда и обувь,True,6,1,4274
221,2024-10-03 03:50:25,2024-10-03 04:28:55,4292464,М,mobile,все для дома,True,13,2,8164
222,2024-10-03 03:54:46,2024-10-03 04:10:16,6652554,М,desktop,одежда и обувь,False,0,6,5237
223,2024-10-03 04:13:55,2024-10-03 04:24:54,5357009,Ж,mobile,одежда и обувь,True,5,6,14250
224,2024-10-03 04:14:25,2024-10-03 04:51:55,4489706,М,mobile,одежда и обувь,True,12,4,22318
225,2024-10-03 04:38:51,2024-10-03 04:53:15,6058729,М,desktop,красота и здоровье,True,6,4,2257
226,2024-10-03 04:47:49,2024-10-03 05:12:27,2537350,М,mobile,одежда и обувь,False,0,3,965
227,2024-10-03 04:55:41,2024-10-03 05:21:31,2648590,М,mobile,канцелярия,True,9,6,1313
228,2024-10-03 05:06:05,2024-10-03 05:40:54,8801590,Ж,desktop,канцелярия,False,0,3,166
229,2024-10-03 05:08:57,2024-10-03 05:41:38,1787883,М,desktop,все для дома,False,0,1,2893
230,2024-10-03 05:18:36,2024-10-03 05:49:01,3155379,М,mobile,одежда и обувь,False,0,6,3291
231,2024-10-03 05:37:20,2024-10-03 05:59:05,7861938,Ж,mobile,красота и здоровье,True,9,3,5388
232,2024-10-03 05:53:11,2024-10-03 06:15:18,3728103,Ж,desktop,одежда и обувь,True,8,5,13035
233,2024-10-03 06:16:17,2024-10-03 06:28:41,3404534,М,mobile,все для дома,True,3,6,1239
234,2024-10-03 06:42:56,2024-10-03 07:03:53,5185648,Ж,desktop,товары для животных,False,0,3,731
235,2024-10-03 06:51:13,2024-10-03 07:21:03,3515704,М,desktop,товары для животных,False,0,6,1286
236,2024-10-03 07:07:38,2024-10-03 07:29:40,4641808,Ж,desktop,канцелярия,True,8,4,2507
237,2024-10-03 07:13:43,2024-10-03 07:39:15,5936564,М,mobile,детские товары,False,0,6,46105
238,2024-10-03 07:37:07,2024-10-03 08:15:31,5858973,М,desktop,одежда и обувь,True,15,5,963
239,2024-10-03 07:39:02,2024-10-03 08:00:20,4141856,Ж,desktop,канцелярия,True,9,1,1230
240,2024-10-03 07:53:34,2024-10-03 08:11:07,3497815,Ж,desktop,детские товары,True,5,3,8744
241,2024-10-03 08:07:28,2024-10-03 08:19:02,3450801,Ж,mobile,одежда и обувь,False,0,2,8263
242,2024-10-03 08:33:18,2024-10-03 08:59:26,8279964,М,desktop,одежда и обувь,True,7,2,7986
243,2024-10-03 08:54:00,2024-10-03 09:19:38,2454094,М,mobile,товары для животных,True,11,5,659
244,2024-10-03 09:16:00,2024-10-03 09:54:50,2588293,Ж,mobile,товары для животных,True,15,6,1093
245,2024-10-03 09:27:19,2024-10-03 09:48:47,8676916,М,mobile,детские товары,False,0,2,3196
246,2024-10-03 09:29:20,2024-10-03 09:52:36,3677677,Ж,mobile,детские товары,False,0,4,14422
247,2024-10-03 09:47:54,2024-10-03 10:24:13,4758125,М,mobile,одежда и обувь,True,14,4,18408
248,2024-10-03 10:12:23,2024-10-03 10:38:33,3289406,М,desktop,одежда и обувь,False,0,5,801
249,2024-10-03 10:26:55,2024-10-03 10:54:13,2024664,М,mobile,детские товары,True,12,1,3727
250,2024-10-03 10:45:03,2024-10-03 11:12:25,5190927,М,desktop,одежда и обувь,True,10,4,19226
251,2024-10-03 10:47:58,2024-10-03 11:01:22,6548461,М,desktop,красота и здоровье,False,0,4,13241
252,2024-10-03 10:58:17,2024-10-03 11:33:06,8398736,Ж,mobile,канцелярия,False,0,3,1159
253,2024-10-03 11:19:51,2024-10-03 11:30:06,5149716,М,desktop,все для дома,False,0,1,2576
254,2024-10-03 11:21:34,2024-10-03 11:55:01,7447800,Ж,mobile,все для дома,False,0,6,10044
255,2024-10-03 11:33:58,2024-10-03 11:49:26,4055923,М,mobile,красота и здоровье,True,4,4,909
256,2024-10-03 11:51:36,2024-10-03 12:10:54,5682216,М,desktop,одежда и обувь,False,0,6,26359
